HeatNo,TotalIngotsWeight,PouringScrap,OtherScrap,Last_EOP,Cr_Last_EOP,Cr_Final,LFVD_FeCrA,LFVD_FeCrC,Ni_Last_EOP,Ni_Final,LFVD_NiGran,LFVD_NiKatode,Mo_Last_EOP,Mo_Final,LFVD_FeMo,LFVD_Polymox,V_Last_EOP,V_Final,LFVD_FeV,W_Last_EOP,W_Final,LFVD_FeW72,LFVD_WPaketi,Cr_LowerLimit,Cr_Target,Cr_UpperLimit,Mo_LowerLimit,Mo_Target,Mo_UpperLimit,Ni_LowerLimit,Ni_Target,Ni_UpperLimit,V_LowerLimit,V_Target,V_UpperLimit,W_LowerLimit,W_Target,W_UpperLimit,LFVD_AlBloki,LFVD_AlGran,LFVD_AlOplašèenaŽica,LFVD_AlŽica,LFVD_BelaŽlindra,LFVD_Boksit,LFVD_CASIfi13,LFVD_CaO,LFVD_CaSi,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrC51,LFVD_FeCrCSi,LFVD_FeCrNit,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_KalcijevKarbid,LFVD_KarboritMleti,LFVD_KarboritZaVpih,LFVD_Kisik,LFVD_MnMet,LFVD_Molyquick,LFVD_Ni90,LFVD_NiOksid,LFVD_OdpCu,LFVD_SLAGMAG65B,LFVD_SiMet,LFVD_SiMn,LFVD_SintŽlindra,LFVD_SŽica,LFVD_LastTemperature,LFVD_AlloyWeight,LFVD_NonMetalInclusionsWeight,31CRV3,CRMO OSTRUŽKI,CRV,E3,E40,E6,E8,ECN150,EMCR,OCR12,OCR12SP,OCR12VM,OCR12VM OSTRUŽKI,OH252,OH255,OSIKRO3,OSIKRO4,PK2,PK5,PK5M,PT181,PT929,UTOP1,UTOPMO2,UTOPMO4,VCMO230,PV_12MN,PV_145V33,PV_18MNCR4,PV_19MNCR18,PV_214N,PV_28304N,PV_31CRV3,PV_BRC,PV_BRC3,PV_BRCMO,PV_BRCMO2,PV_BRCV,PV_BRM,PV_BRM1,PV_BRM2,PV_BRM2_OSTRUŽKI,PV_BRU,PV_BRW,PV_BRW1,PV_CK10,PV_CRMO_DROBIŽ,PV_CRMO_OSTRUŽKI,PV_CRV,PV_CRV2,PV_CRV3,PV_CRV3_OSTRUŽKI,PV_EC80,PV_ECN150,PV_ECN35,PV_EMCR,PV_INVAR36,PV_MKK,PV_OC100EX,PV_OCR12,PV_OCR12EX,PV_OCR12SP,PV_OCR12SPW,PV_OCR12VM,PV_OCR12VM_OSTRUŽKI,PV_OCR4PR,PV_OCR8VMS,PV_OCR8W,PV_OCR8W_OSTRUŽKI,PV_OH236NI,PV_OH239,PV_OH250,PV_OH252,PV_OH255,PV_OH257,PV_OH258,PV_OH260,PV_OH807,PV_OSIKRO3,PV_OSIKRO4,PV_OSV1,PV_OV862,PV_OW1,PV_OW4,PV_OW6,PV_PK10,PV_PK11,PV_PK11S,PV_PK12,PV_PK13,PV_PK15,PV_PK19,PV_PK2,PV_PK20,PV_PK2SP,PV_PK332,PV_PK335,PV_PK335_OSTRUŽKI,PV_PK338,PV_PK340,PV_PK343,PV_PK346,PV_PK3NI,PV_PK5,PV_PK5M,PV_PK939,PV_PK942,PV_PKAS,PV_PKTB,PV_PO102,PV_PO180,PV_POSEBNA_JEKLA_OSTRUŽKI,PV_PT181,PV_PT202,PV_PT212,PV_PT929,PV_RAVNAL2,PV_RAVNIN2,PV_RAVNIN3,PV_RAVNIN4,PV_SIVA_LITINA,PV_TMCN1,PV_TMCN2,PV_TMCN2_OSTRUŽKI,PV_UTOP1,PV_UTOP2,PV_UTOP3,PV_UTOP33,PV_UTOPCO,PV_UTOPCO2,PV_UTOPCO3,PV_UTOPEX1,PV_UTOPEX3,PV_UTOPMO2,PV_UTOPMO4,PV_UTOPMO6,PV_UTOPMONI,PV_UTOPNICU,PV_UTOPSP,PV_UTOPTI,PV_VCMO140,PV_VCMO230,PV_VCNMO200,PV_VCNMO200_DROBIŽ,PV_X45,PV_E1,PV_E3,PV_E40,PV_E6,PV_E8,PV_GRODELJ,PV_Kore,FeCr,FeNi,FeMo,FeV,FeW
91116,47360.0,400.0,100.0,2.0,10.82,11.55,100.0,200.0,0.18,0.15,0.0,0.0,0.69,0.76,38.0,0.0,0.49,0.96,247.0,0.04,0.04,0.0,0.0,11.5,11.65,12.0,0.7,0.73,0.8,0,0,0.3,0.9,0.95,1.0,0,0,0.2,5,0,6.6,0.0,0,160,14.3,500,0,33.1,0,0,100,0,0,0,500,0,0,0,0,0,0,0,80,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1224,810,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,10000.0,5000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,800.0,0,38.0,247.0,0.0
91117,51320.0,800.0,1000.0,2.0,10.87,11.67,30.0,365.0,0.17,0.16,0.0,0.0,0.71,0.75,63.0,0.0,0.42,0.94,307.0,0.04,0.05,0.0,0.0,11.5,11.66,11.75,0.7,0.73,0.8,0,0,0.25,0.9,0.94,1.0,0,0,0.15,5,0,4.5,0.0,0,370,50.1,900,0,11.0,0,0,150,0,0,0,500,0,0,0,100,0,0,0,47,0,0,0,50,90,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1572,1470,0.0,0.0,0.0,0.0,0.0,17100.0,0.0,0.0,0.0,0.0,0.0,10000.0,5000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100,0,0,0,895.0,0,63.0,307.0,0.0
91120,43740.0,800.0,1000.0,2.0,9.53,11.6,730.0,300.0,0.12,0.12,0.0,0.0,0.68,0.72,47.0,0.0,0.3,0.94,343.0,0.03,0.05,0.0,0.0,11.5,11.65,11.75,0.7,0.73,0.8,0,0,0.3,0.9,0.95,1.0,0,0,0.2,0,0,1.7,0.0,0,200,13.1,300,0,0.0,0,0,100,0,0,0,1000,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2485,650,0.0,0.0,0.0,0.0,0.0,21300.0,0.0,0.0,0.0,0.0,0.0,10000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,0,0,0,2030.0,0,47.0,343.0,0.0
91152,45210.0,300.0,700.0,3.0,11.08,11.17,60.0,230.0,0.17,0.14,0.0,0.0,0.45,0.74,193.0,0.0,0.31,0.73,244.0,0.07,0.06,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,0,0,1.7,0.0,0,180,36.3,600,0,27.6,0,0,0,0,0,0,0,0,0,0,56,0,0,0,170,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1319,780,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,22000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,290.0,0,193.0,244.0,0.0
91153,49000.0,900.0,600.0,2.0,9.7,11.59,0.0,1020.0,0.18,0.17,0.0,0.0,0.48,0.78,200.0,0.0,0.35,0.98,367.0,0.07,0.06,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.9,0.94,1.0,0,0,0.2,0,0,0.0,0.0,0,180,0.0,300,0,0.0,0,0,120,0,0,0,850,0,0,0,68,0,0,0,99,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2624,650,0.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,0.0,0.0,0.0,24000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14100,0,0,0,1870.0,0,200.0,367.0,0.0
91154,49440.0,800.0,1200.0,2.0,,11.3,0.0,350.0,,0.17,0.0,0.0,,0.74,200.0,0.0,,0.74,260.0,,0.05,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,11,0,4.1,0.0,0,220,15.0,500,0,12.9,0,0,0,0,0,0,800,0,0,0,60,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1813,720,0.0,0.0,0.0,0.0,0.0,14200.0,0.0,0.0,0.0,0.0,0.0,24000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200,0,0,0,1150.0,0,200.0,260.0,0.0
91155,48410.0,800.0,1000.0,2.0,10.82,11.48,150.0,130.0,0.19,0.18,0.0,0.0,0.46,0.74,200.0,0.0,0.33,0.76,250.0,0.06,0.05,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,6,0,5.0,0.0,0,200,15.0,400,0,27.6,0,0,0,0,0,0,400,0,0,0,0,0,0,0,20,0,0,0,0,125,0,0,0,0,0,0,0,0,0,60,0,0.0,1455.0,1404,600,0.0,0.0,0.0,0.0,0.0,14200.0,0.0,0.0,0.0,0.0,0.0,24000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200,0,0,0,680.0,0,200.0,250.0,0.0
91170,48000.0,600.0,200.0,2.0,10.78,11.31,0.0,500.0,0.17,0.17,0.0,0.0,0.72,0.74,24.0,0.0,0.36,0.76,242.0,0.07,0.05,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,0,0,2.0,0.0,0,80,14.5,400,0,18.4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,125,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1060,530,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,24000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,500.0,0,24.0,242.0,0.0
91179,46350.0,800.0,900.0,2.0,10.29,11.3,0.0,770.0,0.19,0.16,0.0,0.0,0.51,0.72,182.0,0.0,0.25,0.73,37.0,0.04,0.04,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,17,0,5.4,0.0,0,250,14.3,550,0,22.1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,140,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1287,800,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,770.0,0,182.0,37.0,0.0
91189,45440.0,500.0,700.0,3.0,11.44,11.31,0.0,100.0,0.23,0.2,0.0,0.0,0.5,0.72,170.0,0.0,0.29,0.78,290.0,0.06,0.05,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,5,0,2.1,0.0,0,200,14.0,550,0,12.9,0,0,120,0,0,0,0,0,0,0,30,0,0,0,140,0,0,0,50,330,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1094,920,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,19500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,100.0,0,170.0,290.0,0.0
91214,47360.0,600.0,100.0,3.0,11.04,11.2,0.0,200.0,0.31,0.24,0.0,0.0,0.67,0.71,75.0,0.0,0.25,0.76,317.0,0.04,0.04,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,5,0,5.8,0.0,0,220,14.3,350,0,27.6,0,0,0,0,0,0,0,0,0,0,70,0,0,0,150,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1190,570,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0,0.0,0.0,24000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,0,0,0,200.0,0,75.0,317.0,0.0
91219,48000.0,800.0,200.0,3.0,9.97,11.29,0.0,970.0,0.17,0.14,0.0,0.0,0.6,0.74,105.0,0.0,0.34,0.76,245.0,0.07,0.07,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,5,0,0.0,0.0,0,170,14.7,500,0,7.4,0,0,100,0,0,0,0,0,0,0,80,0,0,0,75,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1522,820,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,20000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,970.0,0,105.0,245.0,0.0
91220,45160.0,800.0,1100.0,2.0,9.66,11.27,0.0,1200.0,0.2,0.18,0.0,0.0,0.61,0.76,95.0,0.0,0.24,0.76,282.0,0.04,0.04,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,5,0,1.3,0.0,0,210,14.0,500,0,5.5,0,0,100,0,0,0,0,0,0,0,75,0,0,0,140,0,0,0,50,130,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1948,860,0.0,0.0,0.0,0.0,0.0,17100.0,0.0,0.0,0.0,0.0,0.0,17000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17100,0,0,0,1200.0,0,95.0,282.0,0.0
91221,46600.0,600.0,2100.0,2.0,9.97,11.32,0.0,1370.0,0.2,0.18,0.0,0.0,0.66,0.73,87.0,0.0,0.27,0.76,285.0,0.05,0.04,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,0,0,2.5,0.0,0,120,14.0,150,0,27.6,0,0,100,0,0,0,0,0,0,0,60,0,0,0,112,0,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2108,420,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,1370.0,0,87.0,285.0,0.0
91244,44250.0,800.0,1500.0,2.0,9.54,11.34,120.0,1200.0,0.17,0.16,0.0,0.0,0.59,0.75,123.0,0.0,0.2,0.75,315.0,0.03,0.03,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,0,0,1.7,0.0,0,160,13.1,300,0,22.1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,50,120,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2073,610,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,16000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,1320.0,0,123.0,315.0,0.0
91271,43450.0,800.0,900.0,3.0,10.64,11.05,0.0,600.0,0.19,0.17,0.0,0.0,0.65,0.72,60.0,0.0,0.21,0.73,298.0,0.02,0.03,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,0,0,2.0,0.0,0,180,13.6,450,0,36.8,0,0,120,0,0,0,0,0,0,0,55,0,0,0,140,0,0,0,50,280,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1486,800,0.0,0.0,0.0,0.0,0.0,16600.0,0.0,0.0,0.0,0.0,0.0,17000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600,0,0,0,600.0,0,60.0,298.0,0.0
91297,46920.0,600.0,300.0,2.0,10.31,11.46,0.0,1100.0,0.25,0.23,0.0,0.0,0.71,0.75,99.0,0.0,0.24,0.75,307.0,0.03,0.04,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.25,0.72,0.76,0.85,0,0,0.15,5,0,5.0,0.0,0,80,15.0,550,0,14.7,0,0,0,0,0,0,100,0,0,0,33,0,0,0,150,0,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1979,680,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,20000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,1200.0,0,99.0,307.0,0.0
91298,50400.0,600.0,2500.0,2.0,10.27,11.27,0.0,1015.0,0.23,0.21,0.0,0.0,0.69,0.75,111.0,0.0,0.26,0.95,425.0,0.04,0.05,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.9,0.94,1.0,0,0,0.2,11,0,3.6,0.0,0,240,14.7,500,0,11.0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,80,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1830,740,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,21000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,1015.0,0,111.0,425.0,0.0
